acupoint_iri,acupoint_label,special_point_iri,special_point,special_point_category_iri,special_point_category
http://www.acupunctureresearch.org/tara/ontology/TARA_6046086,KI 8,http://www.acupunctureresearch.org/tara/ontology/TARA_7524444,Xi-Cleft Point of the Yin Heel Vessel,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6046086,KI 8,http://www.acupunctureresearch.org/tara/ontology/TARA_7524444,Xi-Cleft Point of the Yin Heel Vessel,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9881298,KI 7,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3114756,KI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4362146,KI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4362146,KI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2687954,KI 9,http://www.acupunctureresearch.org/tara/ontology/TARA_8063120,Xi-Cleft Point of the Yin Link Vessel,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2687954,KI 9,http://www.acupunctureresearch.org/tara/ontology/TARA_8063120,Xi-Cleft Point of the Yin Link Vessel,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8716769,KI 10,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_7867167,LI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8294181,LI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6314936,LI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8294181,LI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9876402,LI 6,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7867167,LI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8294181,LI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8923096,LI 11,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6314936,LI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5677319,LI 5,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8107205,LI 7,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8923096,LI 11,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6314936,LI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_7867167,LI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0859695,LI 4,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8923096,LI 11,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6499349,LR 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6499349,LR 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0780558,LR 5,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2131658,LR 1,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4325595,LR 4,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_4325595,LR 4,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4325595,LR 4,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7479763,LR 14,http://www.acupunctureresearch.org/tara/ontology/TARA_0284940,Front-Mu Point of the Liver,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_7479763,LR 14,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6862058,LR 2,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2131658,LR 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_7479763,LR 14,http://www.acupunctureresearch.org/tara/ontology/TARA_0284940,Front-Mu Point of the Liver,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6499349,LR 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0794971,LR 13,http://www.acupunctureresearch.org/tara/ontology/TARA_7809864,Front-Mu Point of the Spleen,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0794971,LR 13,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_2131658,LR 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1074531,LR 8,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8267317,LR 6,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0794971,LR 13,http://www.acupunctureresearch.org/tara/ontology/TARA_7546644,Influential Point of Zang Organs,http://www.acupunctureresearch.org/tara/ontology/TARA_7010544,Influential Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6499349,LR 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0794971,LR 13,http://www.acupunctureresearch.org/tara/ontology/TARA_7809864,Front-Mu Point of the Spleen,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6862058,LR 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6862058,LR 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2459635,LU 10,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0831517,LU 11,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://www.acupunctureresearch.org/tara/ontology/TARA_9493899,Confluent Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://www.acupunctureresearch.org/tara/ontology/TARA_4105303,Influential Point of Vessels,http://www.acupunctureresearch.org/tara/ontology/TARA_7010544,Influential Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3496812,LU 6,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0831517,LU 11,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0913913,LU 1,http://www.acupunctureresearch.org/tara/ontology/TARA_5996486,Front-Mu Point of the Lung,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2459635,LU 10,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0913913,LU 1,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_2459635,LU 10,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_0831517,LU 11,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0913913,LU 1,http://www.acupunctureresearch.org/tara/ontology/TARA_5996486,Front-Mu Point of the Lung,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5212832,PC 8,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_5138859,PC 9,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_5212832,PC 8,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5138859,PC 9,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9020892,PC 7,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2645290,PC 4,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://www.acupunctureresearch.org/tara/ontology/TARA_9493899,Confluent Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9020892,PC 7,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9020892,PC 7,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5138859,PC 9,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9020892,PC 7,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5212832,PC 8,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1172977,SI 4,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4125415,SI 6,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2777371,SI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9168896,SI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0220496,SI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_0669306,SI 5,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_0669306,SI 5,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5859631,SI 8,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0220496,SI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_9493899,Confluent Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1051162,SI 7,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9168896,SI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_5859631,SI 8,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2777371,SI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9168896,SI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0669306,SI 5,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0220496,SI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0220496,SI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5859631,SI 8,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2777371,SI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6894093,SP 2,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3003448,SP 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7831710,SP 5,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
