acupoint_iri,acupoint_label,special_point_iri,special_point,special_point_category_iri,special_point_category
http://www.acupunctureresearch.org/tara/ontology/TARA_6050541,BL 13,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_3283628,BL 20,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_9655874,BL 18,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_5797983,BL 15,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_0906448,BL 25,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_5047947,BL 60,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5290080,BL 40,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7430197,BL 65,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7218725,BL 67,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2186848,BL 39,http://www.acupunctureresearch.org/tara/ontology/TARA_4830205,Lower He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2186848,BL 39,http://www.acupunctureresearch.org/tara/ontology/TARA_4830205,Lower He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_7734076,BL 66,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2186848,BL 39,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6929444,BL 27,http://www.acupunctureresearch.org/tara/ontology/TARA_8784353,Back-Shu Point of the Small Intestine,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6145687,BL 19,http://www.acupunctureresearch.org/tara/ontology/TARA_1149283,Back-Shu Point of the Gallbladder,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9523348,BL 14,http://www.acupunctureresearch.org/tara/ontology/TARA_7805520,Back-Shu Point of the Pericardium,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6929444,BL 27,http://www.acupunctureresearch.org/tara/ontology/TARA_8784353,Back-Shu Point of the Small Intestine,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6050541,BL 13,http://www.acupunctureresearch.org/tara/ontology/TARA_3278741,Back-Shu Point of the Lung,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_5797983,BL 15,http://www.acupunctureresearch.org/tara/ontology/TARA_3566953,Back-Shu Point of the Heart,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6145687,BL 19,http://www.acupunctureresearch.org/tara/ontology/TARA_1149283,Back-Shu Point of the Gallbladder,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6050541,BL 13,http://www.acupunctureresearch.org/tara/ontology/TARA_3278741,Back-Shu Point of the Lung,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_6145687,BL 19,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6929444,BL 27,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_3963382,BL 22,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_4839095,BL 21,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_9655874,BL 18,http://www.acupunctureresearch.org/tara/ontology/TARA_6904005,Back-Shu Point of the Liver,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9523348,BL 14,http://www.acupunctureresearch.org/tara/ontology/TARA_7805520,Back-Shu Point of the Pericardium,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_9523348,BL 14,http://www.acupunctureresearch.org/tara/ontology/TARA_3861175,Back-Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_9655874,BL 18,http://www.acupunctureresearch.org/tara/ontology/TARA_6904005,Back-Shu Point of the Liver,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_7430197,BL 65,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_1628341,BL 62,http://www.acupunctureresearch.org/tara/ontology/TARA_9493899,Confluent Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_7430197,BL 65,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0471803,BL 64,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5362994,BL 58,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0022762,CV 3,http://www.acupunctureresearch.org/tara/ontology/TARA_5308180,Front-Mu Point of the Bladder,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_3472408,CV 17,http://www.acupunctureresearch.org/tara/ontology/TARA_0220312,Front-Mu Point of the Pericardium,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_0434959,CV 12,http://www.acupunctureresearch.org/tara/ontology/TARA_4230489,Front-Mu Point of the Stomach,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_3472408,CV 17,http://www.acupunctureresearch.org/tara/ontology/TARA_9406515,Influential Point of Qi,http://www.acupunctureresearch.org/tara/ontology/TARA_7010544,Influential Point
http://www.acupunctureresearch.org/tara/ontology/TARA_4823591,CV 14,http://www.acupunctureresearch.org/tara/ontology/TARA_6220650,Front-Mu Point of the Heart,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_3472408,CV 17,http://www.acupunctureresearch.org/tara/ontology/TARA_0220312,Front-Mu Point of the Pericardium,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_0434959,CV 12,http://www.acupunctureresearch.org/tara/ontology/TARA_7083740,Influential Point of the Fu Organs,http://www.acupunctureresearch.org/tara/ontology/TARA_7010544,Influential Point
http://www.acupunctureresearch.org/tara/ontology/TARA_0434959,CV 12,http://www.acupunctureresearch.org/tara/ontology/TARA_4230489,Front-Mu Point of the Stomach,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_0022762,CV 3,http://www.acupunctureresearch.org/tara/ontology/TARA_5308180,Front-Mu Point of the Bladder,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_1205186,CV 5,http://www.acupunctureresearch.org/tara/ontology/TARA_5019725,Front-Mu Point of Triple Energizer,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_1205186,CV 5,http://www.acupunctureresearch.org/tara/ontology/TARA_5019725,Front-Mu Point of Triple Energizer,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_0434959,CV 12,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_9921528,CV 4,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_9921528,CV 4,http://www.acupunctureresearch.org/tara/ontology/TARA_3092014,Front-Mu Point of the Small Intestine,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_0022762,CV 3,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_1205186,CV 5,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_7624267,CV 15,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4823591,CV 14,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_4823591,CV 14,http://www.acupunctureresearch.org/tara/ontology/TARA_6220650,Front-Mu Point of the Heart,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9921528,CV 4,http://www.acupunctureresearch.org/tara/ontology/TARA_3092014,Front-Mu Point of the Small Intestine,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_3472408,CV 17,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://www.acupunctureresearch.org/tara/ontology/TARA_5595374,Xi-Cleft Point of the Yang Link Vessel,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8758950,GB 34,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://www.acupunctureresearch.org/tara/ontology/TARA_5595374,Xi-Cleft Point of the Yang Link Vessel,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6320058,GB 37,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3770332,GB 39,http://www.acupunctureresearch.org/tara/ontology/TARA_9924428,Influential Point of the Marrow,http://www.acupunctureresearch.org/tara/ontology/TARA_7010544,Influential Point
http://www.acupunctureresearch.org/tara/ontology/TARA_3668538,GB 41,http://www.acupunctureresearch.org/tara/ontology/TARA_9493899,Confluent Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3668538,GB 41,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9254368,GB 40,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0214009,GB 24,http://www.acupunctureresearch.org/tara/ontology/TARA_4192840,Front-Mu Point of the Gallbladder,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8758950,GB 34,http://www.acupunctureresearch.org/tara/ontology/TARA_2003524,Influential Point of Tendon,http://www.acupunctureresearch.org/tara/ontology/TARA_7010544,Influential Point
http://www.acupunctureresearch.org/tara/ontology/TARA_9968219,GB 38,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8758950,GB 34,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6845331,GB 44,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1882219,GB 25,http://www.acupunctureresearch.org/tara/ontology/TARA_8260776,Front-Mu Point of the Kidney,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_1882219,GB 25,http://www.acupunctureresearch.org/tara/ontology/TARA_8260776,Front-Mu Point of the Kidney,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_9968219,GB 38,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8758950,GB 34,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8885103,GB 43,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8885103,GB 43,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1144697,GB 36,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9968219,GB 38,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8885103,GB 43,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6845331,GB 44,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_0214009,GB 24,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_3668538,GB 41,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_1882219,GB 25,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_2614885,Special Point on the Head and Trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6845331,GB 44,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3668538,GB 41,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0214009,GB 24,http://www.acupunctureresearch.org/tara/ontology/TARA_4192840,Front-Mu Point of the Gallbladder,http://www.acupunctureresearch.org/tara/ontology/TARA_8746709,Front-Mu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_3865403,GV 1,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8651539,HT 9,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8651539,HT 9,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2385378,HT 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2442762,HT 7,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6707910,HT 8,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6707910,HT 8,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6707910,HT 8,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2385378,HT 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2442762,HT 7,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2718726,HT 4,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2718726,HT 4,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2442762,HT 7,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2385378,HT 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8651539,HT 9,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_1282828,HT 5,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2442762,HT 7,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6421594,HT 6,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_2718726,HT 4,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3114756,KI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_0341289,KI 4,http://www.acupunctureresearch.org/tara/ontology/TARA_6993030,Luo-Connecting Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4362146,KI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_1840369,Yuan-Primary Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4512048,KI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_8716769,KI 10,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_5122409,KI 5,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9881298,KI 7,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2687954,KI 9,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_6046086,KI 8,http://www.acupunctureresearch.org/tara/ontology/TARA_4598552,Xi-Cleft Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_3114756,KI 2,http://www.acupunctureresearch.org/tara/ontology/TARA_9857829,Ying-Spring Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_4512048,KI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_9881298,KI 7,http://www.acupunctureresearch.org/tara/ontology/TARA_7315457,Jing-River Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4512048,KI 1,http://www.acupunctureresearch.org/tara/ontology/TARA_2954517,Jing-Well Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_4362146,KI 3,http://www.acupunctureresearch.org/tara/ontology/TARA_6705086,Shu-Stream Point,http://www.acupunctureresearch.org/tara/ontology/TARA_1787498,Shu Point
http://www.acupunctureresearch.org/tara/ontology/TARA_2108622,KI 6,http://www.acupunctureresearch.org/tara/ontology/TARA_9493899,Confluent Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
http://www.acupunctureresearch.org/tara/ontology/TARA_8716769,KI 10,http://www.acupunctureresearch.org/tara/ontology/TARA_6594221,He-Sea Point,http://www.acupunctureresearch.org/tara/ontology/TARA_4943316,Special Point on the Limbs
